Method,0,1,2,3,4
velocyto,0.8056946102988551,0.8037407436338411,0.8033117007333218,0.8021318671277996,0.7963714536665205
scvelo_dyn,0.8125576639181337,0.5557093894452763,-0.204973279,-0.826160193,-0.824448568
scvelo_stc,0.8067808404421151,0.8044401211082344,0.8030235885611562,0.8021159602093696,0.7966293125990551
veloae,-0.050300162,-0.678690999,0.48088938001552683,-0.769565245,-0.821626278
dynamo_m1,0.6649621172601959,0.30175833672981717,-0.41094775,-0.673406838,-0.674471757
unitvelo_ind,0.7079263904098626,0.8369118548028643,0.8029349548061133,0.7448771971534011,0.7761459918880051
unitvelo_uni,0.8153211249497637,0.7982717429870074,0.7859812870974948,0.7843291956027876,0.7974569475005757
velovae_std,0.8385887569617263,0.8256265076599197,0.8336989574839406,0.8137863354074653,0.8135982360157932
velovae_fullvb,0.8302015789949678,0.8297850538929955,0.8206855756033933,0.8218999575649122,0.8147582213948935
deepvelo,0.8289452365729415,0.8160025083553863,0.8127791539067916,0.8117314972580082,0.7492435710028469
celldancer,0.6499448161300718,0.5371057039986322,0.8215830075830104,0.5687057662490113,0.38877437293490785
pyrovelocity_m1,-0.811085012,-0.808740068,-0.803192085,-0.803992225,-0.803963391
pyrovelocity_m2,0.8048131999487951,0.8027151499795183,0.8016643107112489,0.801939324712159,0.7991119737988054
kvelo,-0.828759269,-0.827101664,-0.732732412,-0.740212151,-0.714166567
velovi,0.4843949018549909,0.7028630620060363,0.8448991834796339,0.840792111978586,0.5972146769067028
sdevelo,0.8210158750036358,0.8237907167938787,0.825279318222454,0.8261357916704012,0.821162567001286
cell2fate,0.8091272519200604,0.7985539195636413,-0.80275505,0.7989427483589391,0.7992178743550199
svelvetvae,0.3956384152472213,-0.808147818,-0.77358317,-0.771992906,0.7509396804898022
latentvelo_std,0.819657459699969,0.8110138172379544,0.8105833300201202,0.7094173447123178,0.7347869653039273
tivelo_std,0.8061398037947114,0.8040922223038804,0.8038098960785223,0.8047922217142236,0.7017058350959589
tivelo_simple,0.809089069911616,0.8056706135781609,0.8057515697236597,0.8060732150770299,0.6592432856829489
sctour_mse,0.8159622583489615,,,-0.702931227,0.18359241138998347
sctour_nb,0.8115787384551564,0.8059980627612254,0.7980009651041313,0.7949609685382688,0.7946307204424538
sctour_zinb,0.8120182156482864,0.8074168461881822,0.798570897881811,0.7957246418033818,0.7965931095777455
graphvelo_std,0.837904113877299,0.8245678224366496,-0.72205716,-0.831887137,-0.792883167
