Method,0,1,2
velocyto,0.5078953,0.5133424,0.61656964
scvelo_dyn,0.52342135,0.44290727,0.56419843
scvelo_stc,0.42694542,0.42900705,0.5379584
veloae,0.68148446,0.5386783,0.35437974
dynamo_m1,-0.09891078,-0.029402763,0.045068085
unitvelo_ind,0.6085923,0.6188268,0.6917323
unitvelo_uni,0.69499636,0.6743565,0.78258145
velovae_std,-0.27449787,-0.3379076,-0.4072821
velovae_fullvb,-0.19903204,-0.19033536,-0.25832194
deepvelo,0.47730535,0.35707733,0.50692797
celldancer,0.23007654,0.4985367,0.44568482
pyrovelocity_m1,-0.33876044,-0.21326278,-0.30389422
pyrovelocity_m2,0.7111755,0.6285629,0.74588645
kvelo,-0.018368501,0.15348811,0.21947864
velovi,0.2240612,0.11910611,0.22812967
sdevelo,0.19275822,0.2678432,0.27135146
cell2fate,0.28118882,0.20937797,0.02627793
svelvetvae,0.124479644,-0.22659661,-0.0657845
latentvelo_std,-0.040218323,-0.327918,-0.1334827
latentvelo_atac,0.6697883,0.67531824,0.64495784
tivelo_std,0.4750917,-0.66479707,0.35470966
tivelo_simple,0.4488083,-0.66237175,0.35494408
sctour_mse,0.47108486,0.64136004,0.78521574
sctour_nb,0.55643636,0.6364269,0.6285887
sctour_zinb,0.6714728,0.6488202,0.75087583
multivelo,0.14367893,0.5301439,0.32541177
graphvelo_std,0.39710847,0.30303115,0.3845333
graphvelo_atac,0.53708935,0.39401534,0.5234112
