Method,0,1,2,3,4
velocyto,-0.15199171,-0.129091203,-0.11027851,-0.081982218,-0.067232519
scvelo_dyn,-0.100362763,-0.077092476,-0.165763944,-0.153524965,-0.255730212
scvelo_stc,-0.117179073,-0.068028778,0.0347042977809906,-0.014000203,0.024058084934949875
veloae,-0.286161721,-0.367117584,0.21733753383159637,0.26454776525497437,0.14743603765964508
dynamo_m1,-0.072265483,-0.112458676,-0.080885291,0.010987423360347748,0.026433542370796204
unitvelo_ind,-0.155196816,-0.164289162,-0.102531925,-0.154732257,-0.0994533
unitvelo_uni,-0.122374281,-0.239434585,-0.187690407,-0.192510605,-0.133191392
velovae_std,0.10915839672088623,0.2520572543144226,0.257325679063797,0.19794505834579468,0.2444978952407837
velovae_fullvb,0.18693363666534424,0.21152250468730927,0.26355770230293274,-0.239829287,0.23059752583503723
deepvelo,-0.176476792,-0.226782322,-0.260968953,-0.192384034,-0.233302891
celldancer,0.05013440176844597,0.11638788133859634,0.05769273638725281,0.13647282123565674,0.08121131360530853
pyrovelocity_m1,0.24759894609451294,-0.353123844,-0.268809408,-0.27021417,-0.29226917
pyrovelocity_m2,-0.275834352,-0.214720607,-0.269505799,-0.220056191,-0.255483955
kvelo,-0.203501508,-0.18640779,-0.209148228,-0.166139036,-0.162940457
velovi,0.002510249614715576,-0.077683248,0.19605089724063873,0.12169458717107773,0.13961447775363922
sdevelo,-0.055085037,-0.260744214,-0.232500508,-0.260918945,-0.315488905
cell2fate,0.1814129501581192,-0.18152155,-0.203674138,-0.140715286,-0.088627517
svelvetvae,0.33327698707580566,-0.066945314,0.23469731211662292,0.08753165602684021,0.2522537410259247
latentvelo_std,-0.12244235,0.2295231819152832,0.21204131841659546,0.25041407346725464,0.24148787558078766
tivelo_std,0.2448919266462326,-0.142675057,-0.184603408,-0.191736728,-0.20455502
tivelo_simple,0.30456849932670593,-0.168710023,-0.194502398,-0.187877983,-0.194930509
sctour_mse,-0.236608416,-0.278692931,-0.179294333,-0.312824279,-0.380417705
sctour_nb,-0.21008195,0.23978649079799652,0.2687850594520569,0.21600878238677979,0.1925097405910492
sctour_zinb,-0.230138898,0.20325353741645813,0.26038986444473267,0.19899533689022064,0.17652270197868347
graphvelo_std,-0.059651293,-0.022267204,-0.072278559,-0.127371803,-0.120313063
