Method,0,1,2
velocyto,0.7565824246569035,0.7259899765203542,0.7607646743221753
scvelo_dyn,0.029989108315833547,0.22206726206857808,0.46371485549677893
scvelo_stc,0.7390527227079686,0.6775756167595777,0.6690550360466581
veloae,0.7989287559813905,0.5324143960434338,-0.747737604
unitvelo_ind,-0.411530032,-0.251460862,-0.345003197
unitvelo_uni,0.5915321654002418,0.5398540216282863,0.5416792839243159
velovae_std,-0.083015861,-0.257199732,-0.037949303
velovae_fullvb,-0.058265827,-0.140077808,-0.061398209
deepvelo,0.7375159341803628,0.6892546979533437,0.7745863670115244
celldancer,0.7264546147856235,-0.100696712,0.535520073169269
pyrovelocity_m1,-0.504826573,-0.368211549,-0.275567864
pyrovelocity_m2,0.5121811471268379,0.2448582939983124,0.15431758453982744
kvelo,0.5801158730460143,-0.402193702,0.7394759072992518
velovi,-0.720817503,-0.767055694,-0.623234438
sdevelo,-0.197111751,-0.25583069,-0.533511818
cell2fate,0.2679711836945088,-0.117965245,0.09655534594941323
svelvetvae,-0.181448734,0.2168720867220257,0.2725433718255859
latentvelo_std,-0.61462103,-0.512140311,-0.781105516
tivelo_std,0.7561504179385192,-0.64135682,0.6882331667792362
tivelo_simple,0.7634701750321274,-0.626368667,0.6577306526111287
sctour_mse,0.1305477942852498,-0.10101202,-0.03657165
sctour_nb,0.6333170359982025,0.41738726094428336,0.4319994987086091
sctour_zinb,0.6101279807753397,0.34236974123250263,0.6321320471822186
velvetvae,0.26657793976443256,0.2315362552083259,0.17411616592002793
graphvelo_std,-0.051926371,0.6448023965176491,0.6358821416490643
dynamo_m1,0.6761466288779309,0.7577209101924077,0.7554665130813695
dynamo_m2,0.07338725345647357,0.45969861824298397,0.15146496914291144
