Method,0,1,2
velocyto,0.152086983347078,0.09914436982074702,0.5891834517323314
scvelo_dyn,0.10200370361898016,0.04992381269920998,0.47130627892020865
scvelo_stc,0.15555265421951076,0.09936128542508986,0.5925355417815813
veloae,0.1423306407796262,0.04847014668153035,0.3721305492907957
dynamo_m1,0.14227418286546517,0.08449165448088652,0.46468980931623133
unitvelo_ind,0.10318847495763417,0.061216052467187525,0.5079329564555696
unitvelo_uni,0.030469709581562438,0.025138747697179557,0.28792745842195344
velovae_std,0.0355478872712557,0.02030549726004927,0.07598353320175984
velovae_fullvb,0.043344572752851515,0.02333023051248108,0.041543407136757145
deepvelo,0.12972810256763742,0.06009239437355474,0.46586442259026406
celldancer,0.017183535067949316,0.027071795876356688,0.0031237172467468836
pyrovelocity_m1,0.04036635598366254,0.0363830239382331,0.4836897418495244
pyrovelocity_m2,0.10108929573507135,0.04657336583955526,0.4377213038742477
kvelo,0.1462681088490141,0.06379497865638464,0.2008333114636614
velovi,0.09730533175330745,0.06032283318123958,0.3310649197263505
sdevelo,0.13397410768275794,0.08067267383296096,0.5165035531262996
cell2fate,0.013100702209734775,0.04764383045300977,0.0024159463892216037
svelvetvae,0.11370308894029799,0.05949873810402015,0.3504955673301248
latentvelo_std,0.13286081716794315,0.04370741685217158,0.3908561004096448
tivelo_std,0.03052229392860868,0.03743484494776823,0.1677372826113009
tivelo_simple,0.026506690761361612,0.03531496182565501,0.16773724510550087
sctour_mse,0.14178231277738598,0.04726044724722884,0.003938884780400682
sctour_nb,0.10896704081252648,0.05664475630619246,0.4077651706440206
sctour_zinb,0.04701945853746062,0.027826469017907314,0.40898443156809117
graphvelo_std,0.09499666957255043,0.04429762397282804,0.040610760567494374
