Method,0,1,2
velocyto,0.759992967496966,0.7611121020586415,0.7242576461048638
scvelo_dyn,0.5172121303584339,0.5010566227695182,0.5735629028226013
scvelo_stc,0.7721579651408561,0.8010973139976035,0.7828624713489135
veloae,0.885570571727802,0.8650007570704514,0.8725204138381304
dynamo_m1,0.5013372258734589,0.483528212422169,0.5055220692721945
unitvelo_ind,0.5792074884706062,0.6065719804809262,0.5491634855124722
unitvelo_uni,0.6427899857283401,0.6338625408547363,0.5881055448623566
velovae_std,0.5148934169572938,0.5305047358812436,0.5155704118715935
velovae_fullvb,0.5118721125531372,0.5174728717817161,0.5173516034272899
deepvelo,0.6693456841978619,0.6345460342035737,0.6283551921839463
celldancer,0.48010185005723865,0.4887416259911222,0.48622984431990585
pyrovelocity_m1,0.4017076966686971,0.4679706289808903,0.5366993750642013
pyrovelocity_m2,0.43036008650578056,0.4360292761610859,0.5300236907812156
kvelo,0.8159678612125507,0.6137928160689112,0.4682715941505642
velovi,0.620234725267973,0.5417751088679984,0.650344756063424
sdevelo,0.4063756118510766,0.4267470473469285,0.4246531583321058
cell2fate,0.5863408158292295,0.6781905968705839,0.626753882768198
svelvetvae,0.38765326907232944,0.4508992451908327,0.4560610248032107
latentvelo_std,0.452642395969112,0.3235575512093805,0.46479694771885116
tivelo_std,0.6354030524725647,0.6439294529758571,0.6455795008091966
tivelo_simple,0.5955005361856812,0.6175663931401375,0.6307728007454007
sctour_mse,0.35022990206418114,0.49991574451992477,0.6359210382357098
sctour_nb,0.3076955247754582,0.3753042829542129,0.3265531407098278
sctour_zinb,0.2979249135641861,0.3446855436715939,0.3476707250795539
graphvelo_std,0.4816390412848868,0.5064087735530036,0.5258485752379239
