Method,0,1,2,3,4
velocyto,0.5004418184036612,0.402561876605081,0.4811203252185032,0.40302511406209574,0.43120564812104795
scvelo_dyn,0.46234462143846816,0.4669401169516963,0.4542185899553455,0.48445286676158156,0.504051059786241
scvelo_stc,0.4972330619431243,0.3961452752316311,0.5225434700654673,0.4047865912402311,0.4394126416124109
veloae,0.49331583384780753,0.4698031813273908,0.41097655801038746,0.43051041167259696,0.38756559395313134
dynamo_m1,0.478299953227555,0.4980615405538683,0.48483162949911324,0.48465990140899307,0.5013840389310742
unitvelo_ind,0.4563728069633992,0.4706753389982712,0.47154362612167533,0.4743827106242062,0.47309145375721
unitvelo_uni,0.49009494936526043,0.4809272477822286,0.4922036457017426,0.4760292279029028,0.4832350314140122
velovae_std,0.5371809184298633,0.4837233386490019,0.5318560248568416,0.4880667437018625,0.5516023658424908
velovae_fullvb,0.540842630554688,0.5207441307287944,0.5344319393710818,0.51866214976627,0.4887156511590085
deepvelo,0.5962615406960129,0.40564478803216425,0.4683184761692001,0.4512729993056308,0.48555588756864215
celldancer,0.5045237587581738,0.5338832439447984,0.5495192413584791,0.5092711259547024,0.49407817895465883
pyrovelocity_m1,0.474934945531086,0.4772875469122144,0.4736588854682383,0.4763789984683803,0.47260896612309966
pyrovelocity_m2,0.5236097162857438,0.5216720472792274,0.5219727805418204,0.5223924829879278,0.5240694863435312
kvelo,0.47755508425130877,0.40897739661255506,0.43721100402142726,0.41404018804199094,0.4461519051269872
velovi,0.5075010789597518,0.4860518482883995,0.525298546742112,0.4884521075431121,0.4939487875239969
sdevelo,0.5142475045224945,0.508566614222113,0.5231642085913976,0.5180410231075274,0.51762790936753
cell2fate,0.4677853726970674,0.46644251590572144,0.45921054346234547,0.4860550499288953,0.46836720435873463
svelvetvae,0.5069568464862134,0.4888220390818208,0.4881815688512264,0.4802548240077545,0.47252611818523044
latentvelo_std,0.5064821762194948,0.49469314978258777,0.4765799250819624,0.47326533555168326,0.4865603634388269
tivelo_std,0.589810259781794,0.4034421807623477,0.4458902009495396,0.465564651375966,0.46613386639953786
tivelo_simple,0.4079271036750209,0.40198309841436575,0.4455887859892404,0.4688235857350236,0.46575954170495065
sctour_mse,0,0.503844836017097,0.5323779634820941,0.4958868141179909,0
sctour_nb,0.4686982696924091,0.5310078870080437,0.5419386382179581,0.5393494904550975,0.5433019220856347
sctour_zinb,0.5244513603939528,0.5468352269747502,0.5398451585051977,0.5527872378729238,0.5293752664660736
graphvelo_std,0.5404506089374046,0.5399128251024221,0.5417996235642718,0.4997736516433595,0.5263585468333225
