Method,0,1,2
velocyto,-0.46075502,-0.50282544,-0.44312772
scvelo_dyn,-0.5541795,-0.59820694,-0.5076492
scvelo_stc,-0.469623,-0.50446445,-0.45825458
veloae,-0.67975235,-0.59592956,-0.58319026
dynamo_m1,-0.13272856,-0.2022505,-0.058389664
unitvelo_ind,-0.23654537,-0.29814437,-0.25513503
unitvelo_uni,0.41323248,0.43936577,0.46136943
velovae_std,0.11089358,-0.09209847,-0.05528817
velovae_fullvb,-0.28069213,-0.3264133,-0.09978647
deepvelo,-0.089387216,-0.052452248,-0.05192856
celldancer,-0.48929858,-0.53636783,-0.49199283
pyrovelocity_m1,-0.5410313,-0.39496103,-0.5378365
pyrovelocity_m2,0.45677146,-0.20915858,-0.20025653
kvelo,-0.33967033,-0.34942937,-0.35252306
velovi,-0.49926567,-0.44676748,-0.41021895
sdevelo,-0.6179248,-0.54726076,-0.53701425
cell2fate,0.21937044,0.291604,-0.3365908
svelvetvae,0.2711026,0.34996784,0.35622668
latentvelo_std,0.5411038,0.4606223,0.48945093
tivelo_std,0.1839319,0.16802855,0.22991931
tivelo_simple,0.18201514,0.13693,0.21254528
sctour_mse,-0.31908306,0.15853584,-0.47189257
sctour_nb,-0.24959241,-0.26802406,-0.2637003
sctour_zinb,-0.2863231,-0.27471092,-0.2639095
graphvelo_std,0.012157927,-0.5353531,0.23959053
