Method,0,1,2
velocyto,42.08104578492068,47.655167643495936,42.422053537729134
scvelo_dyn,13.887593338556485,12.0386212179003,16.730109816376302
scvelo_stc,34.34700875197516,40.229035040637065,36.84896556468137
veloae,57.834545320391484,63.45175412974809,61.52370531425992
dynamo_m1,18.931631700721226,18.943740706126135,20.87404834200347
unitvelo_ind,16.396773370213417,18.457740847364,14.842173194766366
unitvelo_uni,23.039262565378884,23.106343436923115,25.95669879405465
velovae_std,19.08843905743442,13.435029017175095,13.153367491741783
velovae_fullvb,12.939465779492176,14.033228937256153,13.744307257338606
deepvelo,30.1361479605127,28.209070523115038,30.75245575317792
celldancer,12.587508769635097,13.057308404643418,13.143699641425345
pyrovelocity_m1,5.0967823035680295,6.745799708716012,8.322221354547665
pyrovelocity_m2,6.256975611860241,6.6824784449778205,9.534717377647574
kvelo,47.12399902249602,26.892687896431575,18.748254315752526
velovi,19.527320562768388,15.251162966252878,24.316880253264134
sdevelo,10.645908703720837,12.049866369731719,12.807210362891011
cell2fate,53.60036514194125,151.87800337550638,99.52239974180281
svelvetvae,6.9323588512872965,10.262040881286795,10.939841303225
latentvelo_std,11.337465571490615,5.570029434680854,13.202694473310233
tivelo_std,35.681541614051596,36.4842172871434,37.65750838104931
tivelo_simple,31.039215531977298,33.31356187798248,36.00745406515582
sctour_mse,6.882590388811649,25.040004123343927,27.09258840707774
sctour_nb,6.093788899300767,11.506560071588918,9.105426564956694
sctour_zinb,6.58191194913157,12.310966443368622,11.799296339485771
graphvelo_std,12.923269884912443,15.224083530400138,16.525473560635795
