Method,0,1,2
velocyto,-0.219839217,0.1776798451383728,-0.144516633
scvelo_dyn,-0.3211904,-0.43717768,-0.02539245
scvelo_stc,-0.26801146,-0.063637099,-0.026469792
veloae,0.042938299730980886,0.2255971344264072,-0.458734511
dynamo_m1,-0.357920097,0.032884265448154565,-0.128656515
unitvelo_ind,-0.416605529,0.07171522331665275,-0.08045164
unitvelo_uni,-0.321999973,0.03219927050416492,-0.174615375
velovae_std,0.12480618635225166,0.14398842226840386,0.1906707683692406
velovae_fullvb,0.2523364849502722,0.11165670960623002,0.23905356603381284
deepvelo,-0.378699168,0.014712521220848387,-0.394849776
celldancer,0.11066140988532644,0.025094691296330837,0.21822303022232953
pyrovelocity_m1,-0.36987976,-0.582778904,-0.393985178
pyrovelocity_m2,-0.391569971,-0.097586287,-0.342771026
kvelo,-0.184333654,-0.066322557,-0.171115254
velovi,0.23697746515465562,0.13706590782926217,0.3009953063838417
sdevelo,-0.466202197,-0.208852799,-0.346273265
cell2fate,-0.379388908,-0.182995151,-0.113826685
svelvetvae,0.1328761491706111,0.02987695348822637,0.16168383626866578
latentvelo_std,0.31129094518979844,-0.202898998,0.24249476171828788
tivelo_std,-0.173456894,0.34143186116054997,-0.227260037
tivelo_simple,-0.153919529,0.24330795523680437,-0.226983354
sctour_mse,-0.415019713,0.1168291195993684,-0.177623982
sctour_nb,0.2037487298798691,-0.035508498,0.17371544183857388
sctour_zinb,-0.277247733,-0.04865068,0.13177690316440502
graphvelo_std,-0.226248964,0.025373851655198065,-0.134103839
