Method,0,1,2
velocyto,0.017765531,-0.14576428,-0.079695605
scvelo_dyn,-0.072179414,-0.114776656,0.09236287
scvelo_stc,-0.035852768,-0.09133716,-0.14761016
veloae,0.038718052,0.12461078,0.0649964
dynamo_m1,-0.2248598,-0.123406924,-0.16251406
unitvelo_ind,-0.16017175,-0.20036438,-0.18633452
unitvelo_uni,0.48045713,0.4907537,0.5369595
velovae_std,-0.28058472,-0.1576887,-0.34883875
velovae_fullvb,-0.34146136,-0.22604851,-0.2792929
deepvelo,-0.27894792,-0.19151866,-0.1779893
celldancer,-0.096579,-0.09695132,-0.15842244
pyrovelocity_m1,0.106276095,0.0974623,-0.15098497
pyrovelocity_m2,-0.28626457,-0.123857595,-0.16878651
kvelo,-0.2723554,-0.2205909,-0.21317892
velovi,0.024736684,0.05853522,0.32789022
sdevelo,-0.11933263,0.030244205,-0.05250948
cell2fate,0.39281732,-0.33328313,-0.24856932
svelvetvae,-0.09646009,-0.006894964,-0.12860732
latentvelo_std,0.20765397,0.39537668,0.4502941
tivelo_std,0.25421605,-0.27073532,0.20120196
tivelo_simple,0.19799148,-0.25325114,0.15478547
sctour_mse,-0.36953488,-0.27333206,-0.27933043
sctour_nb,-0.3399003,-0.26296434,-0.285118
sctour_zinb,-0.36166102,-0.27953523,-0.30153784
graphvelo_std,-0.09457023,0.06751784,-0.013347268
