Method,0,1,2
velocyto,0.6267777,0.6340062,0.7043111
scvelo_dyn,0.7734397,0.6280514,0.7658002
scvelo_stc,0.63780844,0.6574001,0.7439909
veloae,0.7876466,0.73384285,0.81167203
dynamo_m1,0.52127767,0.5804077,0.59727496
unitvelo_ind,0.7115671,0.669425,0.7599826
unitvelo_uni,0.26036116,0.24882354,0.26919648
velovae_std,0.26256046,0.051846605,0.75642943
velovae_fullvb,0.42012382,0.55149585,0.75058097
deepvelo,0.28457537,0.6241128,0.3547629
celldancer,0.51588017,0.5330178,0.58844584
pyrovelocity_m1,0.78321815,-0.29189512,-0.3103734
pyrovelocity_m2,0.378732,0.43173447,0.3178015
kvelo,0.2951773,0.41084597,0.40244102
velovi,0.7599778,0.6503145,0.7297867
sdevelo,0.52223045,0.5538571,0.38354278
cell2fate,0.0059711337,-0.021102808,0.061763465
svelvetvae,0.18635996,0.19489169,0.71624535
latentvelo_std,0.8032381,0.6741104,0.7511446
tivelo_std,0.72002214,0.707681,0.6917375
tivelo_simple,0.5992206,0.684558,0.6258959
sctour_mse,-0.48211542,-0.35921213,-0.39279047
sctour_nb,-0.36784938,-0.6851296,-0.72740364
sctour_zinb,-0.57045686,-0.520473,-0.60194135
graphvelo_std,0.70964247,0.13558312,0.67642474
