Method,0,1,2,3,4
velocyto,-0.566960732,-0.621445935,-0.799426543,-0.551202066,-0.461937911
scvelo_dyn,0.4040461143625136,0.3453020196255793,0.19850211784957064,-0.358080471,-0.355078291
scvelo_stc,-0.387606158,-0.725194614,-0.291613542,-0.523023485,-0.522263228
veloae,-0.050732044,0.16285306594478663,-0.635639481,-0.188873547,-0.793526714
dynamo_m1,0.448803598653229,0.3076368215566844,0.41518205181777884,0.4957182369191987,0.3251843622468295
unitvelo_ind,0.41046787645271554,-0.146050263,-0.089490779,-0.110188084,-0.188704837
unitvelo_uni,0.5319545108973535,0.4454641046883469,0.5348637414182306,0.4502896331787983,0.5272488336845561
velovae_std,-0.212222018,-0.303543691,-0.232665932,-0.44708239,0.08910506363124847
velovae_fullvb,-0.317989789,-0.272940684,-0.295701569,-0.541416409,0.31890448400552984
deepvelo,0.6257904392907967,-0.725162934,0.22903519322979615,-0.229727721,0.5678202946449817
celldancer,-0.535149948,0.7398445709340068,0.6354604754983904,0.7499643276613766,0.29649130037157667
pyrovelocity_m1,0.3326388932709722,0.33046418541342615,0.3432206355133622,0.3538252956203543,0.32551245186969574
pyrovelocity_m2,-0.324226156,-0.321906569,-0.357743661,-0.35136577,-0.31783505
kvelo,-0.797125801,-0.836187912,-0.48011674,-0.564012697,-0.924460381
velovi,0.36219535780405415,-0.36567479,0.5131757742968238,-0.600263131,-0.367274413
sdevelo,-0.253852295,-0.262613642,-0.286415403,-0.275322273,-0.242078297
cell2fate,0.21365264752178587,0.18982958232800384,0.30755350570258555,0.13743631201159287,0.21382714294967115
svelvetvae,0.32061415666299176,0.30388484221837425,0.33698389800989204,0.29488208417959166,0.18290778050919088
latentvelo_std,-0.581131865,0.531977851609702,-0.790270582,-0.754467671,-0.724089673
tivelo_std,0.7296963601319362,-0.724167221,-0.147608424,-0.157465717,-0.208144052
tivelo_simple,-0.645026002,-0.713930825,-0.146160139,-0.153122052,-0.207404019
sctour_mse,,0.11016645889505135,-0.301757152,0.22664423250407784,
sctour_nb,-0.614011319,-0.402532278,-0.374637284,-0.365439501,-0.358339484
sctour_zinb,-0.404749978,-0.249986794,-0.424871598,-0.25006977,-0.393198932
graphvelo_std,0.11053628214948366,0.2093511947452763,0.2801664689764243,0.19574240563198853,0.034125544200195146
