Method,0,1,2
velocyto,0.5450379,0.5637651,0.5105153
scvelo_dyn,0.5615264,0.5791144,0.57868785
scvelo_stc,0.56824446,0.6239838,0.58439296
veloae,0.62065226,0.4304792,0.14757676
dynamo_m1,0.3391241,0.3330197,0.43658486
unitvelo_ind,0.589216,0.62442166,0.6313021
unitvelo_uni,0.5928559,0.63025624,0.6361084
velovae_std,0.34303388,-0.2584301,0.48928356
velovae_fullvb,0.58771294,-0.63047236,0.6308481
deepvelo,0.29824117,0.5437743,0.38719615
celldancer,0.25972375,0.20574577,0.29554835
pyrovelocity_m1,0.5940822,0.6002356,0.59985524
pyrovelocity_m2,0.3852756,0.44646695,0.4289602
kvelo,0.2750453,0.49479434,0.30991396
velovi,0.58938736,0.6107938,0.62313175
sdevelo,0.50807625,0.42695832,0.48405913
cell2fate,0.5538974,0.07597811,0.67411226
svelvetvae,0.6294912,0.26341304,0.33704504
latentvelo_std,0.34007537,0.4464136,0.13217112
tivelo_std,0.60501796,0.43969223,0.60855335
tivelo_simple,0.5080335,0.3969353,0.5283156
sctour_mse,-0.66636866,0.653287,0.6134813
sctour_nb,0.67390496,0.6612766,-0.6501309
sctour_zinb,0.6583032,0.66083956,-0.6564834
graphvelo_std,0.6662236,0.61335546,0.5109732
