Method,0,1,2
velocyto,0.696499868336073,0.5657637613488674,0.8005100486679444
scvelo_dyn,-0.372596301,0.053041646880474996,0.2563029977541863
scvelo_stc,0.39556753151931723,0.5336541774042839,0.8191361011120872
veloae,0.09715663497727983,-0.165981232,0.706719435388877
dynamo_m1,-0.047927477,0.11261924315828661,-0.454882514
unitvelo_ind,0.3542147904714633,0.07622819732585454,0.7722997328094038
unitvelo_uni,0.6081225737646141,-0.485134249,-0.557597094
velovae_std,-0.442784665,-0.143915554,-0.014575511
velovae_fullvb,-0.488278469,-0.15049973,0.008965767913061915
deepvelo,-0.791582511,0.8568387299881132,0.8226895390314861
celldancer,0.5839376419486942,0.5068965020455951,0.6534764204348765
pyrovelocity_m1,-0.399373751,-0.389617341,-0.458335817
pyrovelocity_m2,0.4042462428169278,0.4167329309462988,0.4568361572815069
kvelo,-0.544856197,-0.546463845,-0.63792384
velovi,-0.069890211,-0.255513015,0.7652261436734311
sdevelo,0.5450282481560527,0.5714192780716817,0.5731117273333651
cell2fate,-0.079727915,-0.013103536,-0.089936606
svelvetvae,0.16374849662095076,0.3839570636596898,0.2503085349609531
latentvelo_std,0.45207231377885393,0.5042023664017647,0.7057239103030676
tivelo_std,0.3164545964724,-0.306643368,0.8411183979720945
tivelo_simple,0.3166722233974704,-0.306458918,0.8411183979720945
sctour_mse,0.2432869213290755,-0.50515296,-0.341490811
sctour_nb,-0.337366336,-0.187421824,-0.355451781
sctour_zinb,-0.39255481,-0.282952134,-0.403484384
graphvelo_std,-0.214023282,0.6678760503341881,0.47460147930771573
