Method,0,1,2
velocyto,0.8754647523458053,0.8528215339694182,0.8530854080256045
scvelo_dyn,0.7762686746346479,0.7564490856259418,0.7454383057198494
scvelo_stc,0.8767754264690204,0.8586345307743141,0.8538479333994914
veloae,0.7951398480837099,0.7103257036005135,0.7561806556892008
dynamo_m1,0.6859022312465385,0.727456004204469,0.6584260800378664
unitvelo_ind,0.7323144998699391,0.6983486535065786,0.6505030025875942
unitvelo_uni,0.39653765772081434,0.49797512804005567,0.2438351429644795
velovae_std,0.08080992253418645,0.11256735752345676,0.05764285760017659
velovae_fullvb,0.08150569307609218,0.11543471435986034,0.05507681254877541
deepvelo,0.7799877490976868,0.6533058084655919,0.6669599201469326
celldancer,0.12401318704567445,0.1437978976937577,0.13670916700039001
pyrovelocity_m1,0.6777281162913497,0.6104969300028484,0.4639011580052978
pyrovelocity_m2,0.7253107465792097,0.6566224301034089,0.6792881528555067
kvelo,0.872123850319634,0.8355316989392592,0.8067913985798627
velovi,0.840109894330188,0.8252853725503232,0.7914353625109044
sdevelo,0.7906089287373306,0.7486624864317987,0.821692702760558
cell2fate,0.6436290247094472,0.7062133458624628,0.49304581560937416
svelvetvae,0.4235092706188521,0.3583480938719961,0.23188108457562165
latentvelo_std,0.679682926132452,0.6977784243942164,0.7379988704616371
tivelo_std,0.3063325027905003,0.3392658376361361,0.46909547584025696
tivelo_simple,0.16596713314763745,0.1902182228626406,0.29385448862365676
sctour_mse,0.3768292231654208,0.32845940029835324,0.3738846600242914
sctour_nb,0.0057558919090302234,0.00948730898047354,0.00745220519335094
sctour_zinb,0.46059081022039916,0.41109264941061074,0.32141818232189584
graphvelo_std,0.633038401013613,0.6159404041068758,0.6059771154723212
