Method,0,1,2
velocyto,0.3425726265587106,0.10976882469596484,0.06472794034965576
scvelo_dyn,0.8441231981605914,0.8050938081742921,0.7756001062051103
scvelo_stc,0.19944469420255914,0.17494478553110537,0.14022887061468964
veloae,0.7352361159515297,0.606029645709548,0.47215794024384194
dynamo_m1,0.9160407970853003,0.887164843794557,0.8990680204658152
unitvelo_ind,0.779743391678013,0.12159341686790984,0.5200462488115964
unitvelo_uni,0.37028034010895794,0.5682164372853722,0.12885998065377163
velovae_std,-0.323011241,-0.185737601,-0.144197787
velovae_fullvb,-0.327239449,-0.18714854,-0.071712345
deepvelo,0.37082185015111113,0.18112466618191783,0.18719348231984106
celldancer,0.17220976661215925,-0.334794016,-0.139437657
pyrovelocity_m1,0.7820741621846595,0.7923250593183286,0.5976869832705243
pyrovelocity_m2,0.8290035637791151,0.808764139550477,0.7984647578671318
kvelo,0.23153861452308921,0.25532030753060586,0.4350690261365282
velovi,0.8735495501067291,0.172289925820751,0.43591532067890915
sdevelo,0.9916815325103596,0.9926272770736082,0.9932174748823568
cell2fate,0.8330116475959999,0.8660287698145599,0.7127796881204169
svelvetvae,-0.016222485,0.44762822812605585,-0.760428195
latentvelo_std,0.875762473343801,-0.948860624,-0.970702869
tivelo_std,-0.678690405,-0.603918067,0.14520069227714
tivelo_simple,-0.626389498,-0.594064683,0.02371528106382602
sctour_mse,-0.732062183,-0.621762079,-0.788556266
sctour_nb,0.23688185434793946,-0.529541499,-0.031317585
sctour_zinb,-0.829641635,-0.826501623,-0.813043341
graphvelo_std,0.8531296680091971,0.7391218363702655,0.9036529825460093
