genes,velocyto,scvelo_dyn,scvelo_stc,veloae,dynamo_m1,pyrovelocity_m1,pyrovelocity_m2,unitvelo_uni,unitvelo_ind,velovae_std,velovae_fullvb,kvelo,celldancer,velovi,latentvelo_std,sctour_mse,sctour_nb,sctour_zinb,deepvelo,sdevelo,svelvetvae,cell2fate,tivelo_std,tivelo_simple,graphvelo_std
1000,0.8405000120117188,3.880956123046875,1.3573293681640626,2.5994586943359375,6.068300424804687,1.411509037109375,1.411509037109375,2.042537689453125,2.0238189697265625,0.41176700595703125,0.41181278232421875,3.37598244921875,6.405038665039062,0.18108224873046874,0.463817596484375,0.0665268898046875,0.0902843475390625,0.1426944732421875,1.9158612509765625,2.691695212890625,1.23520851171875,1.080542087890625,7.660723830078125,8.340763458984375,3.24989555078125
2000,1.6714137265625,7.722947475585937,2.7425557265625,2.82799673046875,12.064495283203126,2.8033151630859376,2.8033151630859376,3.5160317421875,3.3513174052734374,0.8092041015625,0.809295654296875,6.739494623046875,12.815748310546875,0.3426699638671875,0.9115447998046875,0.10762119296875,0.160623550390625,0.26269721982421873,3.464383267578125,5.385821819335938,2.3936791416015626,2.1003146171875,9.91487033203125,10.52044205078125,4.193433029296875
5000,4.16394403515625,19.2482914453125,6.284169071289062,3.5157246591796874,17.383457080078124,6.886082172851562,6.886082172851562,3.4898657802734374,3.3513174052734374,1.970651626953125,1.9708747861328124,16.82991578125,31.6651028515625,0.8358311653320313,2.2557659150390625,0.23086977001953124,0.38308525087890627,0.6446781158203125,8.109948565429688,5.385821819335938,5.86889028515625,,14.164008193359376,14.546168720703125,8.408401001953125
10000,8.318387987304687,38.457485322265626,12.55882236328125,4.662609100585938,30.907814375,,,3.5337805751953124,3.3513174052734374,3.926028251953125,3.9264745712890625,33.647351396484375,,1.65335369140625,4.49751186328125,0.43680000302734373,0.7486624717773438,1.2718462939453126,15.85583220703125,5.385821819335938,11.6789875,,27.93159771484375,27.941424462890627,
15000,12.472847236328125,57.66697016601562,18.833587060546876,5.800410747070313,46.34884403320312,,,3.5197546484375,3.3513174052734374,5.867766379882813,5.868435859375,,,2.4170913701171877,,0.642152309375,1.0908937451171874,1.8570337294921875,23.60616130859375,5.385821819335938,17.457035068359374,,31.795060322265623,31.795061689453124,
20000,16.6271258984375,,25.108083896484374,7.028128624023437,61.7899169140625,,,3.5235409736328127,3.3513174052734374,7.8128795625,7.813772201171875,,,3.229807376953125,,0.847564697265625,1.449146748046875,2.4698777197265627,31.358408251953126,5.385821819335938,23.2513909375,,40.60532081054688,40.60532294921875,
