Method,0,1,2
velocyto,-0.05071746185421944,-0.13747238367795944,-0.03273205645382404
scvelo_dyn,-0.1543687041848898,-0.0851963609457016,-0.16075829090550542
scvelo_stc,-0.002453753782901913,-0.08775869943201542,-0.0012631802819669247
veloae,-0.0765046775341034,-0.11235914006829262,-0.22675430215895176
dynamo_m1,0.06668570637702942,-0.0058158618630841374,0.07680511102080345
unitvelo_ind,-0.05311360955238342,-0.15425776317715645,0.05009491182863712
unitvelo_uni,0.4599515125155449,0.3817941378802061,0.29660578072071075
velovae_std,-0.12993738427758217,-0.023018151056021452,-0.15628346055746078
velovae_fullvb,-0.13940975069999695,-0.12181488610804081,-0.11230294406414032
deepvelo,0.049944193568080664,0.005226943641901016,-0.03874300234019756
celldancer,-0.14751827158033848,-0.11154467519372702,-0.0989860650151968
pyrovelocity_m1,-0.09558212338015437,-0.13007690198719501,-0.043737372383475304
pyrovelocity_m2,-0.10199015960097313,-0.1357105802744627,-0.019003331661224365
kvelo,-0.046068208292126656,-0.26577386260032654,0.02697663474828005
velovi,-0.12072079256176949,-0.055466409772634506,-0.03335944376885891
sdevelo,0.2159022931009531,0.2819516323506832,0.14043566235341132
cell2fate,0.15865785256028175,0.09468825161457062,0.19841401278972626
svelvetvae,-0.0017487965524196625,0.15109559521079063,0.09549246571259573
latentvelo_std,0.25199247151613235,0.16687607020139694,0.353659775108099
tivelo_std,0.221500103638391,0.04628918692469597,-0.14446210116147995
tivelo_simple,0.17619479447603226,-0.019857618026435375,-0.1670668050646782
sctour_mse,0.19228872656822205,0.18477921932935715,0.1199536845088005
sctour_nb,0.07906443066895008,0.03176534897647798,0.17621357273310423
sctour_zinb,0.09343888889998198,0.19323723204433918,0.15039607230573893
graphvelo_std,0.1995144197717309,0.04287571273744106,0.0068650394678115845
