Method,0,1,2
velocyto,-0.219839245,0.1776798665523529,-0.144516632
scvelo_dyn,-0.321190387,-0.437177688,-0.025392428
scvelo_stc,-0.268011451,-0.063637078,-0.026469789
veloae,0.04293830692768097,0.22559712827205658,-0.458734483
dynamo_m1,-0.35792008,0.03288428485393524,-0.128656551
unitvelo_ind,-0.416605502,0.07171522080898285,-0.080451623
unitvelo_uni,-0.321999967,0.032199256122112274,-0.174615383
velovae_std,0.12480617314577103,0.14398841559886932,0.19067077338695526
velovae_fullvb,0.2523364722728729,0.11165671050548553,0.23905357718467712
deepvelo,-0.378699183,0.014712534844875336,-0.394849777
celldancer,0.11066140979528427,0.025094693526625633,0.21822302043437958
pyrovelocity_m1,-0.369879752,-0.582778931,-0.393985152
pyrovelocity_m2,-0.391569972,-0.097586274,-0.342771024
kvelo,-0.184333667,-0.066322543,-0.171115279
velovi,0.23697742819786072,0.13706590235233307,0.3009953200817108
sdevelo,-0.466202229,-0.208852768,-0.346273243
cell2fate,-0.379388928,-0.182995141,-0.1138267
svelvetvae,0.13287613789240518,0.029876962304115295,0.1616838276386261
latentvelo_std,0.311290979385376,-0.202899024,0.24249474704265594
tivelo_std,-0.173456863,0.3414318561553955,-0.227260008
tivelo_simple,-0.153919503,0.24330797791481018,-0.226983309
sctour_mse,0.3610874116420746,0.061458006501197815,0.07496201992034912
sctour_nb,0.16655783355236053,0.09899725019931793,0.31587639451026917
sctour_zinb,0.2733890116214752,-0.040781416,-0.137897909
graphvelo_std,-0.226248965,0.02537386864423752,-0.13410385
