Method,0,1,2
velocyto,0.469084106443379,0.788539812310344,0.7952714710716118
scvelo_dyn,0.83404376609268,0.905805027326789,0.888335268009376
scvelo_stc,0.3560371218208121,0.7872006566128542,0.9513522205652711
veloae,0.8363412536419912,-0.175279402,0.7995060956366075
dynamo_m1,0.9413521339090223,0.9181910911903074,0.9425131094932925
unitvelo_ind,-0.434401062,-0.437441284,-0.487971345
unitvelo_uni,0.7468357637035561,0.6983560412706229,0.7571527032844212
velovae_std,0.08822963212403145,0.5859534642725766,0.19057618185422193
velovae_fullvb,0.07855357747059474,0.5167188786495923,0.5995254472497813
deepvelo,0.9095009622191694,0.7960441346417899,0.9303171160930794
celldancer,0.49767109476213106,0.48201149198904814,0.4091008498642671
pyrovelocity_m1,-0.97261588,-0.971164361,-0.971061225
pyrovelocity_m2,0.9705999134129244,0.9690332131100222,0.9690671610521777
kvelo,0.9109437696428354,0.855775208804386,0.8520363569244667
velovi,0.848206719075253,0.8004002908070504,0.8307927875378401
sdevelo,0.9793217845450107,0.9775165068039006,0.9749941392947508
cell2fate,0.4996474604882598,-0.130408042,0.16892132862595993
svelvetvae,0.776486485078411,-0.224135257,0.6714148511110211
latentvelo_std,-0.948376464,-0.932128747,-0.947225303
tivelo_std,0.9415943476579873,0.9533721713142915,0.9292324582677511
tivelo_simple,0.9337395974479089,0.9560581774622459,0.9286286846528969
sctour_mse,0.874447049846863,0.9297100030391737,0.9056545293354548
sctour_nb,0.9778074881598899,0.9780223387505542,0.9790178883376643
sctour_zinb,0.9783588712518687,0.9770671863242194,0.9757568194787664
graphvelo_std,0.6416695807369592,0.9529309394816261,0.7225937397802169
