cells,velocyto,scvelo_dyn,scvelo_stc,veloae,dynamo_m1,pyrovelocity_m1,pyrovelocity_m2,unitvelo_uni,unitvelo_ind,velovae_std,velovae_fullvb,kvelo,celldancer,velovi,latentvelo_std,sctour_mse,sctour_nb,sctour_zinb,deepvelo,sdevelo,svelvetvae,cell2fate,tivelo_std,tivelo_simple,graphvelo_std
1000,0.0012837547436356544,0.008680799363888889,0.0014395858647508755,0.1068310697077929,0.014090647685031096,0.02406870413571596,0.02663888199461831,0.04344781659440034,0.055313715609695974,0.021248811217697547,0.024620257700379525,0.11952364466075475,0.32592048993748096,0.013775720786975903,0.055817081837190516,0.014724943352777776,0.015027403822222223,0.015537413919444444,0.09084500458091498,0.030766747752463238,0.00942388380981154,0.022920634595470293,0.01668009793888889,0.01618034871111111,0.14956812957301738
5000,0.0014038722922042426,0.024833154224999997,0.002068415454899271,0.16071782045803654,0.04492118001191152,0.089578044027504,0.0903982136088113,0.05660622947668244,0.14507329936617883,0.1627688228090604,0.21443860688660707,0.26216061387159345,0.40914327737357875,0.03524863999776749,0.30447950642762917,0.06779393527777779,0.07669696933333332,0.07879722733333333,0.10440070468026937,0.14526292859887083,0.014442994575947523,0.11966334607452156,0.031200525833333333,0.027889000222222224,0.2551969097513292
10000,0.0016874504066072406,0.10425152327777779,0.0031443941522027465,0.2878008067927375,0.08718295602580636,0.13757657618572317,0.13239823655328817,0.19513410864527234,0.71759395969359,0.25959642291056095,0.2626841438533221,0.48852511632514906,0.6060269042373533,0.07480236246354051,0.7210890871203609,0.14787050519444447,0.1546408175,0.15747111741666667,0.12878024369633445,0.15155761290031175,0.06705580620302094,0.6434017134892444,0.12476864375,0.11109926088888887,0.42222694783988923
50000,0.004006336936209764,0.4713590405555556,0.010108654295327143,1.223260577016691,0.47063509946197474,0.5730235202693278,0.5238138310673336,,,1.392832520922206,1.469175157609344,2.934887226347087,,0.2621472142176289,4.061118474372973,0.14693055805555558,0.16771946283333333,0.17682852750000003,0.3013615119527095,0.16639682908982245,,,,,0.8426763316637111
100000,0.004666281915269793,0.956356835,0.018450591222952225,2.477350919644685,1.3315099116425133,,,,,3.3934218504100055,3.044166867256475,8.196222077276712,,0.45409427031486604,,0.16662684230555555,0.17865584344444443,0.18713424333333334,0.5363543970926871,0.1947887129517686,,,,,
500000,0.036084596273334074,,0.1168300191563968,,,,,,,,,,,,,0.07020048286111111,0.18833796719444443,0.1850547990277778,,,,,,,
1000000,,,,,,,,,,,,,,,,0.11609471308333334,0.20862997327777777,0.20571255950000003,,,,,,,
