Method,0,1,2
velocyto,80.96505102040817,69.27119509703779,74.81544736171297
scvelo_dyn,33.88849104859335,25.112302194997447,36.07360081778686
scvelo_stc,59.052618069815196,56.88854727132975,59.14201637666326
veloae,84.02506393861893,77.43958013312852,68.92798774259448
dynamo_m1,25.29294274300932,22.199421204946066,24.050802842853383
unitvelo_ind,34.67008459369392,38.46846153846154,35.72496798975672
unitvelo_uni,30.72825806451613,43.4313123561013,41.89504596527068
velovae_std,17.67708602428313,21.082571204598903,23.773545525697887
velovae_fullvb,20.406893004115226,20.105986006737496,25.089441312147617
deepvelo,52.80489671002295,38.82507660878447,55.37244897959184
celldancer,20.85189971568881,21.370189840944075,20.1225641025641
pyrovelocity_m1,10.906290447838467,11.613309352517986,10.518756423432682
pyrovelocity_m2,12.586766220391349,13.385344606712785,11.501280737704919
kvelo,38.70452209660843,65.92189500640205,46.7109634551495
velovi,28.854059609455295,28.244239631336406,28.397747632454568
sdevelo,48.55748594787941,54.129780724120344,14.74391805377721
cell2fate,104.20990806945863,157.1542973731191,149.47589900535579
svelvetvae,18.41271884654995,15.252442159383033,13.778205128205128
latentvelo_std,18.87046499744507,15.982639775338269,24.588670579229394
tivelo_std,48.602243753187146,47.79546034174955,47.63539010708822
tivelo_simple,45.701096659015555,42.6704922213721,42.732534421213664
sctour_mse,21.31539841147835,32.9876701772412,14.31227621483376
sctour_nb,10.136212624584717,12.032266325224072,11.323860727086533
sctour_zinb,10.962839569451564,11.173190074187772,10.401332649923116
graphvelo_std,23.926647858425238,28.7484631147541,24.91898798875543
