Method,0,1,2,3,4
velocyto,0.679491465999629,0.6052793930191059,0.6798969420991064,0.4006373144982035,0.6939893284017356
scvelo_dyn,0.44034426952583755,0.558847940019162,0.5629777171010641,0.5726365209838684,0.5505949306032314
scvelo_stc,0.4347638435926525,0.6120361401870019,0.610209870582079,0.6204731629864787,0.4180599435679935
veloae,0.32663427057833044,0.5826353989084351,0.3915206278608529,0.46594859472683975,0.37765310545245506
dynamo_m1,0.6312856677824928,0.6386887255602794,0.6214612816902362,0.5840105326595858,0.6628153496691656
unitvelo_ind,0.5964110933249321,0.579219955937209,0.47876877798981393,0.5836876181478388,0.5167011324433205
unitvelo_uni,0.47446998994347084,0.5705256079218998,0.46452795520760354,0.505877553916991,0.4520954813826565
velovae_std,0.32829794584234634,0.6277543688067684,0.618430001455874,0.6278288639954079,0.6267759807199677
velovae_fullvb,0.33247526808648586,0.6216987213985702,0.6197515960395228,0.3627376124246195,0.6233974214922302
deepvelo,0.6121207765907571,0.7508283712502953,0.608561033333135,0.7514339898825984,0.5941422266212693
celldancer,0.6553487869255211,0.5280749391628374,0.48375690651799036,0.6119651288549551,0.5647176540764932
pyrovelocity_m1,0.6708114327883464,0.6835702217379757,0.6799971860562072,0.6900596648552642,0.6706979101106899
pyrovelocity_m2,0.348036450441754,0.364049137653519,0.3486565827331258,0.34869948367077447,0.3497061937483064
kvelo,0.38759216376001804,0.6557944883798992,0.6745910481447893,0.6335101848059532,0.620809351299371
velovi,0.6399902228831907,0.6109007818562905,0.5675528980565914,0.6021085920948305,0.6340598805365563
sdevelo,0.5835768615699536,0.5732462965441932,0.5762857784176678,0.5792161592348517,0.5675245990725549
cell2fate,0.5776794263369247,0.5698972391951956,0.5795249256224383,0.6067646742823959,0.595965636725096
svelvetvae,0.6616451527226852,0.6631717782804614,0.6045352084761325,0.564467964356664,0.5732324295508315
latentvelo_std,0.4107263491916517,0.34286025277173776,0.434422490861638,0.3366481368044867,0.2803408818009143
tivelo_std,0.7194609474117313,0.7515098587412118,0.6979586578478016,0.2596018385710355,0.6524476496881909
tivelo_simple,0.6655489810764079,0.7537676381273766,0.6779714215257762,0.6228736373586878,0.6180699502735604
sctour_mse,0.6333488423549859,0.0009377628184613203,0.010228369747125392,0.6283159849853709,0.6374251638076031
sctour_nb,0.5577262116144447,0.5630017595698339,0.6187248699250183,0.7054905676076607,0.6108887094865665
sctour_zinb,0.5572310417453329,0.7590572486353118,0.7641741344151394,0.5694760696505149,0.7535345046495587
graphvelo_std,0.3944872628438625,0.5907884913468539,0.6702443097826997,0.7383199888153812,0.47624864543445017
