Method,0,1,2
velocyto,0.73144966,0.63745564,0.6103549
scvelo_dyn,0.7330646,0.674057,0.677852
scvelo_stc,0.743021,0.65753037,0.6851256
veloae,0.12698404,0.7697914,0.1435268
dynamo_m1,0.7121983,0.3781511,0.46398747
unitvelo_ind,0.7690775,0.738255,0.7237374
unitvelo_uni,-0.7935621,-0.7878203,0.7314388
velovae_std,0.7482936,0.5765993,0.5193667
velovae_fullvb,0.6529491,0.7015171,0.6766823
deepvelo,0.53167653,0.5235937,0.5538065
celldancer,0.559417,0.45351145,0.60075146
pyrovelocity_m1,-0.51445556,0.74402523,0.701904
pyrovelocity_m2,-0.16478212,0.5107656,0.50311804
kvelo,0.5311029,0.5690627,0.48330092
velovi,0.672385,0.4444069,0.67410153
sdevelo,0.45505276,0.3928834,0.23270951
cell2fate,0.77037525,-0.64382225,0.76141256
svelvetvae,0.70571804,0.2568219,0.28656468
latentvelo_std,0.72866964,0.7111328,0.48147377
tivelo_std,0.42506763,0.46649718,0.6980042
tivelo_simple,0.3963442,0.43132582,0.654713
sctour_mse,-0.79734653,-0.78497916,-0.7289892
sctour_nb,-0.7963683,-0.77776724,-0.7330349
sctour_zinb,-0.794091,-0.7722945,-0.7205327
graphvelo_std,-0.052254807,0.7622972,0.74399215
