Method,0,1,2
velocyto,0.7562631,0.5086016,0.6222412
scvelo_dyn,0.7944277,0.68392366,0.6039529
scvelo_stc,0.7571883,0.5519316,0.6872595
veloae,-0.09821368,-0.29207173,-0.62803584
dynamo_m1,0.56993157,0.71655965,0.52070355
unitvelo_ind,0.75254184,0.5326771,0.56253165
unitvelo_uni,0.80496836,-0.21166427,-0.2687005
velovae_std,0.13353005,0.71467614,0.61038184
velovae_fullvb,0.010515575,0.71770096,0.6796388
deepvelo,0.2901963,0.11725751,0.22813089
celldancer,0.5685651,0.5254185,0.5959914
pyrovelocity_m1,0.78810453,0.72539943,0.70496696
pyrovelocity_m2,-0.79054564,-0.7189978,-0.7071951
kvelo,0.40770915,0.59747225,0.50500625
velovi,0.607531,0.6789724,0.5953669
sdevelo,-0.47827068,-0.44763586,-0.38038984
cell2fate,0.2598201,0.27694094,-0.1772338
svelvetvae,0.8023865,0.40928975,0.76896995
latentvelo_std,0.30836847,-0.7541656,-0.6793229
tivelo_std,0.56131995,0.74072856,0.71426755
tivelo_simple,0.52231175,0.68049127,0.6815782
sctour_mse,0.79609627,0.6760347,0.6784344
sctour_nb,0.80550313,0.7453919,0.7225117
sctour_zinb,0.8055616,0.74056816,0.73693275
graphvelo_std,0.80642277,0.7372365,0.6976914
