Method,0,1,2
velocyto,0.5027776453658075,0.5630472635063951,0.5545814379329815
scvelo_dyn,0.7020520218164746,0.691398350858679,0.71033208970409
scvelo_stc,0.6206017828263373,0.6408980409260947,0.6503627709025145
veloae,0.820447034981156,0.7693981941670975,0.7906643763612953
dynamo_m1,0.6301980257750915,0.6428261455172801,0.7204545670819612
unitvelo_ind,0.7254674488772009,0.712514645525321,0.7786335037646729
unitvelo_uni,0.8517592716727381,0.799833257075075,0.8368448392165212
velovae_std,0.7162311294080361,0.6684428280315836,0.7093998982521316
velovae_fullvb,0.8356651855027516,0.790915034044456,0.874252723871684
deepvelo,0.7539545420034274,0.7769830556832299,0.7246873516304169
celldancer,0.760772467506079,0.8084654715669599,0.8014793015294858
pyrovelocity_m1,0.7405974168577761,0.7212151458524154,0.6538029424873789
pyrovelocity_m2,0.8693236768846572,0.8395691122876537,0.8748315052525819
kvelo,0.7418496644050282,0.6881709188249882,0.6511186537180917
velovi,0.7843489093195379,0.7962266782221872,0.8221568574207679
sdevelo,0.7561112856056066,0.7331835752004496,0.7472661223377457
cell2fate,0.8420965967613664,0.6717055361038844,0.6934620785597292
svelvetvae,0.5179603632937219,0.34907262154860663,0.43746921814971373
latentvelo_std,0.8913240689625149,0.892512704327555,0.8276054887247741
tivelo_std,0.8320105578388338,0.7274879411989794,0.8338730823053211
tivelo_simple,0.7715291939811958,0.6450172869224656,0.7767246488308186
sctour_mse,0.9081317218674475,0.8769700705118115,0.9027281869812618
sctour_nb,0.7363033150892107,0.8519305598744218,0.8794216696891706
sctour_zinb,0.9011265815485128,0.8832778275078697,0.8911349276476087
graphvelo_std,0.6785161993801445,0.617184661859037,0.626333892140934
