Method,0,1,2
velocyto,0.09882205666165671,-0.077395522,-0.104402737
scvelo_dyn,0.1733144196826279,0.04733604820717734,0.058630486113937834
scvelo_stc,-0.017919506,-0.040911423,-0.192594066
veloae,0.3071978273259548,0.03658875418896423,-0.192541984
unitvelo_ind,0.17572877137702614,0.2065949860716283,-0.10299977
unitvelo_uni,-0.230711396,-0.2924468,-0.165013201
velovae_std,0.005984012741328236,-0.183272288,0.15144293131387213
velovae_fullvb,0.1307616569000964,-0.122621327,0.18462217479897022
deepvelo,0.16104684800042193,0.0014104650132598293,0.06901648389592761
celldancer,-0.109047285,0.09820267099762015,-0.192036319
pyrovelocity_m1,-0.011333303,0.15232030089550383,0.25687553682052744
pyrovelocity_m2,0.24364616459798225,0.18825071141640723,-0.063176792
kvelo,0.13010027004376476,0.019080451635893298,-0.013055425
velovi,0.11318067691043586,-0.15015897,0.34476773639938313
sdevelo,0.1313696448020834,-0.443717915,-0.327501038
cell2fate,-0.014797603,0.1066564739154836,-0.045234264
svelvetvae,0.11914666021802467,-0.101328477,-0.141201256
latentvelo_std,0.14037398401432163,-0.06372871,0.058691515542715504
tivelo_std,-0.135852729,-0.100290886,0.04189719433657925
tivelo_simple,-0.123007721,-0.017598629,0.023222798209143507
sctour_mse,-0.138588826,-0.08594764,-0.124313523
sctour_nb,0.10688046883246823,0.14846680206529062,-0.195089076
sctour_zinb,-0.123332983,-0.018527872,-0.178538854
velvetvae,-0.300611536,-0.311622186,-0.210361633
graphvelo_std,0.22395124886282894,0.332585859523998,0.24831401214196352
dynamo_m1,0.13955845460662605,0.1700996276988651,0.09393758821740239
dynamo_m2,0.007455719502397868,-0.092685112,0.044488974306329636
