Method,0,1,2
velocyto,0.5432817573121593,0.5615586290670442,0.5366079050667072
scvelo_dyn,0.6742446212721832,0.6283261652878184,0.7018032518997337
scvelo_stc,0.6176744621940023,0.6840430254726306,0.6735530864509703
veloae,0.7430116874604982,0.8175750383738963,0.8373083306055779
dynamo_m1,0.5301643531782465,0.5444685634028311,0.4984007557576749
unitvelo_ind,0.6248265068688157,0.6560937018240988,0.6707658202947825
unitvelo_uni,0.896857255921976,0.8312467369846777,0.8638507119194535
velovae_std,0.7763560598158641,0.7559699925159304,0.7468952704878024
velovae_fullvb,0.8465708352361454,0.854145533998339,0.79684484523889
deepvelo,0.778860653380309,0.7930509923491246,0.818260815012854
celldancer,0.7166840683308735,0.7604028181999081,0.7692965075775946
pyrovelocity_m1,0.790746238217971,0.8310717897271892,0.8146112633142745
pyrovelocity_m2,0.784730129800237,0.8272030481148034,0.8385410977282868
kvelo,0.5258221971244477,0.706956999481749,0.6203752197322028
velovi,0.8388038324098367,0.8196911759077217,0.8339294706984727
sdevelo,0.8423735981210948,0.8317504068801818,0.8305027545190029
cell2fate,0.7894482924843605,0.7507151448087832,0.738775952074022
svelvetvae,0.6969488705321086,0.610736877291763,0.49790663590059836
latentvelo_std,0.8984768367892102,0.9231433856051144,0.9241896581677534
tivelo_std,0.7360504125730609,0.7955786142283946,0.8070161551143007
tivelo_simple,0.659140872604361,0.743544010557441,0.7574746929790777
sctour_mse,0.7631548569983251,0.8063198595171777,0.921603466481751
sctour_nb,0.9089223658637805,0.9117978674995025,0.9145494013870626
sctour_zinb,0.910220904045736,0.91624407883083,0.9129505201021634
graphvelo_std,0.6046195848139224,0.623797594525703,0.6851189795479364
