Method,0,1,2,3,4
velocyto,0.7610484340188731,0.7542073629039422,0.7682793016783367,0.7759178414030617,0.7451805002516292
scvelo_dyn,0.17543769543976534,0.7086175671269735,0.11650153140579685,0.038035083114564994,0.37753265491447074
scvelo_stc,0.7135486436865391,0.7559570614318948,0.7436566954407793,0.7607720600395459,0.7203205504141698
veloae,0.84536488118953,0.7210082444425567,0.25022927441650183,0.6700111403291616,0.7626998464586662
dynamo_m1,-0.399126084,0.047276448065700735,0.07174340834521328,0.12396587131339576,0.2746169715628115
unitvelo_ind,0.46001505069705084,0.7880299079549209,0.5041806493359572,0.4189568635159437,0.30861636791705005
unitvelo_uni,-0.621742285,-0.464330167,-0.323352494,-0.483244488,-0.608937475
velovae_std,0.10103170681901429,-0.043553516,-0.142871949,-0.118906993,-0.173241055
velovae_fullvb,0.15070755179521594,0.0266880455216031,-0.096255242,-0.254920484,-0.114564635
deepvelo,0.8471361912216133,0.8056287181111078,0.8222497479330454,0.7987969793825747,0.7840493590899092
celldancer,0.7361484603674554,0.761426500905931,0.7697002131628936,0.658928126531926,0.7706363328337507
pyrovelocity_m1,-0.444690421,-0.414777441,-0.426095439,-0.41276971,-0.415981279
pyrovelocity_m2,0.3977243139075345,0.39529130321317985,0.4006122721526718,0.3894496045522956,0.40174406504601484
kvelo,0.712864939872124,0.6800354681542191,0.7354620343250449,0.712236059584968,0.6928719571357965
velovi,0.41456547726194914,0.6418278531866306,0.647151164455341,0.6542459693079737,0.6589043049201768
sdevelo,0.16532185072515812,0.6591515833454438,0.6661403223232595,0.6604314812643273,0.674192642690435
cell2fate,0.21163932333846508,0.0603941596121292,0.12897690889127147,0.0733542250778559,0.06041058305546593
svelvetvae,0.44627289720025326,0.44260342183955276,0.35633823940863696,0.47537900007212386,0.4722451041836056
latentvelo_std,-0.580908829,-0.552188889,-0.60450046,-0.754527446,0.5032007245191064
tivelo_std,0.77777874488458,0.7843222482801704,0.7932412056421656,0.7966372169296627,0.7129780366425089
tivelo_simple,0.7784932319550009,0.7846706602470883,0.7936781621293411,0.7973365257334845,0.7163340660724583
sctour_mse,-0.248262227,-0.7807517,-0.389574552,0.06914922516489799,-0.100042987
sctour_nb,-0.291152068,-0.285529744,-0.26890531,-0.163948757,-0.226189616
sctour_zinb,-0.324181532,-0.337642235,-0.357124882,-0.265742001,-0.227891979
graphvelo_std,-0.507788036,0.6979817937251861,0.6944145134963898,0.12540921771736527,-0.056858671
