Method,0,1,2
velocyto,0.3889875956865048,0.34040159088068234,0.36189965913655103
scvelo_dyn,0.4528758912333061,0.45264594284523474,0.45014783149461407
scvelo_stc,0.27208141083665105,0.4107041087968941,0.3309591406219758
veloae,0.5877267142056197,0.3588628081252776,0.5192801801648764
dynamo_m1,0.5673136117539831,0.5700292478131852,0.5368637382551485
unitvelo_ind,0.5531279384991218,0.4472942315730973,0.5081208649654458
unitvelo_uni,0.7508244543126031,0.7058780724987,0.744933018194673
velovae_std,0.4124409444364374,0.4033283236068777,0.34381893923946355
velovae_fullvb,0.3289591265454643,0.4623166827448055,0.3445265048575141
deepvelo,0.5721251313730905,0.331405714480796,0.4994656015623226
celldancer,0.5479626723835932,0.44619189937721426,0.5731213088501378
pyrovelocity_m1,0.39374984898504567,0.39434050840182483,0.3952961872309945
pyrovelocity_m2,0.6050154437751748,0.6085173538237131,0.6013740428272581
kvelo,0.2849205437681159,0.5210677235576829,0.5310589988377851
velovi,0.359287184734689,0.4219888180634615,0.4454420542661482
sdevelo,0.6018240071694305,0.6133285717234519,0.6030565724119755
cell2fate,0.41399715455130415,0.3746817262409059,0.5662639741058036
svelvetvae,0.285866717616318,0.3175150263998761,0.39440076661175444
latentvelo_std,0.4404743813328132,0.5870063645180169,0.4360112675774392
tivelo_std,0.43114865441882894,0.3401342634766182,0.5316005007987609
tivelo_simple,0.43093212774633827,0.3325359568674706,0.5311932509340208
sctour_mse,0.024651668950905644,0.37616445162893686,0.37622718656336257
sctour_nb,0.4516101881083161,0.463625829037136,0.469773711109886
sctour_zinb,0.5639953903240723,0.43176670260367805,0.43663432165483496
graphvelo_std,0.5387739431444646,0.5319837004946438,0.5106582142706713
