Method,0,1,2
velocyto,0.1816996313167742,0.11229103551453296,0.16565706588196671
scvelo_dyn,0.055261005379272324,0.14536294841851793,0.24413703049605817
scvelo_stc,0.10480425495746866,0.04343160376855652,0.09929720686103494
veloae,0.4073575213426901,0.23065402819038502,0.3592406986845035
dynamo_m1,-0.260417122,-0.260393749,-0.205040639
unitvelo_ind,0.38829479626800073,0.2995864741114759,0.3210517039804863
unitvelo_uni,0.13934038446521863,0.13724860929495258,0.1996113581354454
velovae_std,-0.341776369,0.11386749833918719,-0.212891888
velovae_fullvb,-0.333441152,-0.168268957,-0.28657483
deepvelo,-0.199459665,-0.149132992,-0.045046479
celldancer,0.001066821291411689,0.03146859514131445,0.012348581741907755
pyrovelocity_m1,0.27293141062075965,0.10601319360350793,0.10298163732145169
pyrovelocity_m2,0.10504010193546241,0.21114541793879607,0.11372056483832414
kvelo,0.08665999311981443,0.062164202086986184,0.17962193422060196
velovi,-0.159901095,-0.277603217,-0.073438968
sdevelo,0.2794637461806144,0.15685791904600682,0.1662305652248493
cell2fate,-0.341013006,-0.411693223,-0.144237519
svelvetvae,0.0030728263122317273,-0.033062471,0.08458098161533936
latentvelo_std,-0.284840856,-0.167736254,-0.385353349
tivelo_std,0.1440968344974045,-0.153923734,0.11871218848519943
tivelo_simple,0.12081824995077406,-0.132533265,0.10221160114770685
sctour_mse,-0.060514296,-0.181061463,-0.27379158
sctour_nb,-0.34530248,-0.295943542,-0.247106837
sctour_zinb,-0.296026658,-0.29707759,0.2413660037631937
graphvelo_std,0.1513724890732936,0.11519353661353002,0.1565520221982784
