Method,0,1
velocyto,0.5668671727180481,0.6126490235328674
scvelo_dyn,0.10520312935113907,-0.214608401
scvelo_stc,0.5232261419296265,0.6557210683822632
veloae,0.21128936111927032,-0.279782027
dynamo_m1,0.22540131211280823,0.15980513393878937
unitvelo_ind,0.5049073696136475,0.2442971169948578
unitvelo_uni,-0.131563112,0.10385988652706146
velovae_std,-0.048152953,0.08746198564767838
velovae_fullvb,-0.097583495,0.3463505208492279
deepvelo,0.13221313059329987,-0.318139136
celldancer,0.3047342300415039,0.5585788488388062
pyrovelocity_m1,0.15940949320793152,0.2983734607696533
pyrovelocity_m2,-0.034477897,-0.30580321
kvelo,0.17786288261413574,-0.167911112
velovi,0.11261197179555893,0.3773312568664551
sdevelo,-0.057566524,-0.155013204
cell2fate,0.24569813907146454,0.16038887202739716
svelvetvae,0.3976503014564514,0.09961045067757368
latentvelo_std,0.2328028678894043,0.27625638246536255
tivelo_std,0.17861151695251465,0.3122013211250305
tivelo_simple,0.09719017893075943,0.2937891483306885
sctour_mse,-0.222990483,0.09203557670116425
sctour_nb,-0.089287169,0.07330675423145294
sctour_zinb,-0.067926586,0.08929382264614105
graphvelo_std,-0.054035634,0.38988691568374634
