Method,0,1,2
velocyto,81.61531866247499,82.72992283509573,79.10688768219491
scvelo_dyn,34.327803203661325,27.88609044075558,37.411899313501145
scvelo_stc,70.07720903631684,74.9022577879394,67.93055158616748
veloae,77.6779272831377,76.70827369023762,58.92038946162658
dynamo_m1,115.75786713286713,108.1444833625219,115.23094890510949
unitvelo_ind,48.089193825042884,38.48684962835906,43.547482837528605
unitvelo_uni,35.069113851448236,28.747208703120528,28.210993415402232
velovae_std,19.574474214923654,18.015548517132164,20.950862068965517
velovae_fullvb,24.509069968327093,23.609020396437806,26.96617942103755
deepvelo,45.82265446224256,47.299485125858126,49.53758216633324
celldancer,51.39170243204578,48.918694531920984,47.78867600800686
pyrovelocity_m1,15.90275387263339,14.93471383376474,15.210935251798562
pyrovelocity_m2,14.496108388584606,14.936745255894191,15.46808510638298
kvelo,27.75007157171486,46.96967095851216,61.8273299028016
velovi,29.837482117310444,33.218025751072965,39.718866304036645
sdevelo,71.30254503860452,75.36374034887046,76.17066895368782
cell2fate,152.56369882622388,155.85730626251072,240.93398113746784
svelvetvae,16.83662940670679,22.727694090382386,14.506307339449542
latentvelo_std,17.629937034917,18.46294706723891,17.556606477500715
tivelo_std,48.053729637039154,44.210631609031154,49.00057159188339
tivelo_simple,44.047442126321805,40.36724778508145,41.170620177193484
sctour_mse,19.967203682393556,29.171731651376145,21.610252004581902
sctour_nb,21.534676258992807,14.184919724770642,15.481619758759333
sctour_zinb,15.558106169296988,13.833667909377688,12.050487664945496
graphvelo_std,26.268383404864093,23.892448512585812,24.657608695652176
